genome,domain,phylum,class,order,family,genus,species,source,assembly,accession,description,substrate,country,origin,assign,database,completeness,contamination
GCF_006538885.1_ASM653888v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter roseus,NCBI,RefSeq,GCF_006538885.1,persimmon,fruit,Japan,Japan,prokaryote,MiFoDB_beta_v3_prok,98.76,0
GCF_006539145.1_ASM653914v1_genomic,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Microbacterium,Microbacterium testaceum,NCBI,RefSeq,GCF_006539145.1,Chinese paddy,NA,China,China,prokaryote,MiFoDB_beta_v3_prok,98.99,0.25
GCF_006539325.1_ASM653932v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter orleanensis,NCBI,RefSeq,GCF_006539325.1,beer,grains,Belgium,Belgium,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_006539345.1_ASM653934v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter peroxydans,NCBI,RefSeq,GCF_006539345.1,ditch water,NA,Netherlands,Netherlands,prokaryote,MiFoDB_beta_v3_prok,100,0.25
GCF_006542335.1_ASM654233v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Acetobacteraceae,Neokomagataea,Neokomagataea tanensis,NCBI,RefSeq,GCF_006542335.1,plant,NA,Thailand,Thailand,prokaryote,MiFoDB_beta_v3_prok,99.4,0
GCF_006542355.1_ASM654235v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Swingsia,Swingsia samuiensis,NCBI,RefSeq,GCF_006542355.1,plant,NA,Thailand,"Samui Island, Thailand",prokaryote,MiFoDB_beta_v3_prok,99.5,0
GCF_006715175.1_ASM671517v1_genomic,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Curtobacterium,Curtobacterium citreum,NCBI,RefSeq,GCF_006715175.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,100,0.18
GCF_006740305.1_ASM674030v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,NCBI,RefSeq,GCF_006740305.1,Sour grain mash,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.03,0
GCF_006770265.1_ASM677026v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus carnosus,NCBI,RefSeq,GCF_006770265.1,meat,NA,Germany,Germany,prokaryote,MiFoDB_beta_v3_prok,98.49,0.5
GCF_007035805.1_ASM703580v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,NCBI,RefSeq,GCF_007035805.1,river,NA,Japan,Japan,prokaryote,MiFoDB_beta_v3_prok,99.97,0.33
GCF_007095465.1_ASM709546v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus mulieris,NCBI,RefSeq,GCF_007095465.1,human urine,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.83,0.13
GCF_007115095.1_ASM711509v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus enshiensis,NCBI,RefSeq,GCF_007115095.1,fermented vegetables,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.38,1.25
GCF_007665635.1_ASM766563v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas oryzihabitans,NCBI,RefSeq,GCF_007665635.1,NA,NA,United States of America,"NC, United States of America",prokaryote,MiFoDB_beta_v3_prok,100,0.11
GCF_007681265.1_ASM768126v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Mixta,Mixta calida,NCBI,RefSeq,GCF_007681265.1,NA,NA,United States of America,"NC, United States of America",prokaryote,MiFoDB_beta_v3_prok,99.91,0.45
GCF_007833675.1_ASM783367v1_genomic,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter suwonensis,NCBI,RefSeq,GCF_007833675.1,cucumber,vegetable,United States of America,United States of America,prokaryote,MiFoDB_beta_v3_prok,97.93,1.38
GCF_007954525.1_ASM795452v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc carnosum,NCBI,RefSeq,GCF_007954525.1,Kimchi,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,1.05
GCF_007954605.1_ASM795460v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc lactis,NCBI,RefSeq,GCF_007954605.1,Kimchi,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.44,0.56
GCF_007988885.1_ASM798888v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter wancherniae,NCBI,RefSeq,GCF_007988885.1,seed,NA,Thailand,Thailand,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_007988905.1_ASM798890v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter kanchanburiensis,NCBI,RefSeq,GCF_007988905.1,fermented fruit,fruit,Thailand,Thailand,prokaryote,MiFoDB_beta_v3_prok,99.5,0
GCF_007988945.1_ASM798894v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Swaminathania,Swaminathania salitolerans,NCBI,RefSeq,GCF_007988945.1,wild rice,grains,India,"Tamil Nadu, India",prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_007989025.1_ASM798902v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lapidilactobacillus,Lapidilactobacillus concavus,NCBI,RefSeq,GCF_007989025.1,Walls of a distilled spirit fermenting cellar,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.43,0.52
GCF_007989765.1_ASM798976v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,Furfurilactobacillus siliginis,NCBI,RefSeq,GCF_007989765.1,Wheat sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.46,0.54
GCF_007990205.1_ASM799020v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus parvulus,NCBI,RefSeq,GCF_007990205.1,Silage,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.38,0
GCF_007991295.1_ASM799129v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus pobuzihii,NCBI,RefSeq,GCF_007991295.1,Pobuzih (fermented cummingcordia),NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,1.31
GCF_007991375.1_ASM799137v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter nitrogenifigens,NCBI,RefSeq,GCF_007991375.1,kombucha tea,sugar,India,China,prokaryote,MiFoDB_beta_v3_prok,100,0.25
GCF_007991775.1_ASM799177v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Skermanella,Skermanella aerolata,NCBI,RefSeq,GCF_007991775.1,air,NA,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,100,3.49
GCF_007991935.1_ASM799193v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus nantensis,NCBI,RefSeq,GCF_007991935.1,Wheat sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,1.31
GCF_007992055.1_ASM799205v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus mindensis,NCBI,RefSeq,GCF_007992055.1,Sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,1.57
GCF_008033155.1_ASM803315v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus malefermentans,NCBI,RefSeq,GCF_008033155.1,Kimchi,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.7,0.31
GCF_008107635.1_ASM810763v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella muntiaci,NCBI,RefSeq,GCF_008107635.1,animal feces,NA,Taiwan,Taiwan,prokaryote,MiFoDB_beta_v3_prok,98.77,0
GCF_008244765.1_ASM824476v1_genomic,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus safensis,NCBI,RefSeq,GCF_008244765.1,ginseng seedlings,NA,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.59,0.21
GCF_008330805.1_ASM833080v1_genomic,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria meningitidis,NCBI,RefSeq,GCF_008330805.1,invasive meningococcal disease,NA,Sweden,Sweden,prokaryote,MiFoDB_beta_v3_prok,99.75,0.19
GCF_008632615.1_ASM863261v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus nenjiangensis,NCBI,RefSeq,GCF_008632615.1,Fermented vegetables,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.91,0.27
GCF_008632635.1_ASM863263v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,NCBI,RefSeq,GCF_008632635.1,NA,NA,Singapore,Malaysia,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_008692035.1_ASM869203v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas marginalis,NCBI,RefSeq,GCF_008692035.1,ginseng,NA,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.93,0.34
GCF_008693045.1_ASM869304v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Ewingella,Ewingella americana,NCBI,RefSeq,GCF_008693045.1,throat,NA,Germany,Germany,prokaryote,MiFoDB_beta_v3_prok,99.66,0.16
GCF_008693785.1_ASM869378v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas mucosa,NCBI,RefSeq,GCF_008693785.1,NA,NA,United States of America,United States of America,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_008694105.1_ASM869410v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Schleiferilactobacillus,Schleiferilactobacillus harbinensis,NCBI,RefSeq,GCF_008694105.1,Makgeolli,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.21,1.05
GCF_008807735.1_ASM880773v1_genomic,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus wiedmannii,NCBI,RefSeq,GCF_008807735.1,gills,NA,China,China,prokaryote,MiFoDB_beta_v3_prok,99.34,0.68
GCF_008831305.1_ASM883130v1_genomic,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,Kocuria coralli,NCBI,RefSeq,GCF_008831305.1,coral reef seawater,NA,China,China,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_008868535.1_ASM886853v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,NCBI,RefSeq,GCF_008868535.1,Human,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.22,0
GCF_008876665.1_ASM887666v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus frumenti,NCBI,RefSeq,GCF_008876665.1,Rye-bran sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.46,0.54
GCF_009036245.1_ASM903624v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sichuanensis,NCBI,RefSeq,GCF_009036245.1,air,NA,Singapore,Singapore,prokaryote,MiFoDB_beta_v3_prok,98.78,0.68
GCF_009184705.1_ASM918470v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus mali,NCBI,RefSeq,GCF_009184705.1,Apple juice from cider press,fruit,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.21,0.26
GCF_009184845.1_ASM918484v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus manihotivorans,NCBI,RefSeq,GCF_009184845.1,Cassava sour starch fermentation,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,1.05
GCF_009295845.1_ASM929584v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus zymae,NCBI,RefSeq,GCF_009295845.1,Artisanal wheat sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.2,1.25
GCF_009428965.1_ASM942896v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus pontis,NCBI,RefSeq,GCF_009428965.1,Rye sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.46,0.54
GCF_009547075.1_ASM954707v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter aidae,NCBI,RefSeq,GCF_009547075.1,Pineapple,fruit,Thailand,Thailand,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_009556455.1_ASM955645v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus iners,NCBI,RefSeq,GCF_009556455.1,Human urine,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.41,0.88
GCF_009586235.1_ASM958623v1_genomic,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia,NCBI,RefSeq,GCF_009586235.1,lake,NA,China,China,prokaryote,MiFoDB_beta_v3_prok,100,0.4
GCF_009600985.1_ASM960098v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus halodurans,NCBI,RefSeq,GCF_009600985.1,Fermented sausages,meat,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,4.19
GCF_009646115.1_ASM964611v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea eucalypti,NCBI,RefSeq,GCF_009646115.1,eucalypti of Eucalyptus,NA,China,Uruguay,prokaryote,MiFoDB_beta_v3_prok,100,0.58
GCF_009648935.1_ASM964893v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter braakii,NCBI,RefSeq,GCF_009648935.1,herbs,NA,United States of America,"MI, United States of America",prokaryote,MiFoDB_beta_v3_prok,99.97,0.36
GCF_009649705.1_ASM964970v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas sontii,NCBI,RefSeq,GCF_009649705.1,rice ,grains,United Kingdom,Iran,prokaryote,MiFoDB_beta_v3_prok,100,0.34
GCF_009649915.1_ASM964991v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera intermedia,NCBI,RefSeq,GCF_009649915.1,flower,NA,China,China,prokaryote,MiFoDB_beta_v3_prok,99.4,0.4
GCF_009695985.1_ASM969598v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus porci,NCBI,RefSeq,GCF_009695985.1,Swine feces,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.24,0.65
GCF_009734005.1_ASM973400v2_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,NCBI,RefSeq,GCF_009734005.1,human,NA,China,China,prokaryote,MiFoDB_beta_v3_prok,99.63,0
GCF_009739655.1_ASM973965v1_genomic,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Clavibacter,Clavibacter michiganensis,NCBI,RefSeq,GCF_009739655.1,tomato,fruit,United States of America,"FL, United States of America",prokaryote,MiFoDB_beta_v3_prok,99.49,0.76
GCF_009739945.1_ASM973994v1_genomic,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus luti,NCBI,RefSeq,GCF_009739945.1,sea cucumber,NA,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,98.68,1.1
GCF_009755645.1_ASM975564v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas alkylphenolica,NCBI,RefSeq,GCF_009755645.1,soil,NA,United States of America,"CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,100,0.67
GCF_009769205.1_ASM976920v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus crispatus,NCBI,RefSeq,GCF_009769205.1,Red junglefowl,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.03,0
GCF_009873295.1_ASM987329v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium brasiliense,NCBI,RefSeq,GCF_009873295.1,potato,vegetable,Brazil,Brazil,prokaryote,MiFoDB_beta_v3_prok,99.97,0.34
GCF_009884975.1_ASM988497v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter dispersus,NCBI,RefSeq,GCF_009884975.1,sputum,NA,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,100,0.28
GCF_009913915.1_ASM991391v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc mesenteroides,NCBI,RefSeq,GCF_009913915.1,Gochujang,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_009914215.2_ASM991421v2_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus,NCBI,RefSeq,GCF_009914215.2,whole organism,NA,China,China,prokaryote,MiFoDB_beta_v3_prok,100,0.75
GCF_009935415.1_ASM993541v1_genomic,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia megaterium,NCBI,RefSeq,GCF_009935415.1,commercial probiotic used for animals,NA,China,China,prokaryote,MiFoDB_beta_v3_prok,99.43,0.17
GCF_010306265.1_ASM1030626v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella sagaensis,NCBI,RefSeq,GCF_010306265.1,traditional yogurt,dairy,China,China,prokaryote,MiFoDB_beta_v3_prok,98.77,0
GCF_011040435.1_ASM1104043v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas psychrophila,NCBI,RefSeq,GCF_011040435.1,food,NA,Poland,Poland,prokaryote,MiFoDB_beta_v3_prok,100,0.11
GCF_011067265.1_ASM1106726v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rouxiella,Rouxiella badensis,NCBI,RefSeq,GCF_011067265.1,blueberry,fruit,Mexico,Mexico,prokaryote,MiFoDB_beta_v3_prok,99.67,0.28
GCF_011068345.1_ASM1106834v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter hermannii,NCBI,RefSeq,GCF_011068345.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.2,0.87
GCF_011516735.1_ASM1151673v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter fallax,NCBI,RefSeq,GCF_011516735.1,cider,fruit,Belgium,United Kingdom,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_011516755.1_ASM1151675v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter conturbans,NCBI,RefSeq,GCF_011516755.1,cider,fruit,Belgium,United Kingdom,prokaryote,MiFoDB_beta_v3_prok,99.65,0.25
GCF_011516765.1_ASM1151676v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter sicerae,NCBI,RefSeq,GCF_011516765.1,NA,NA,Belgium,Belgium,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_011516825.1_ASM1151682v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter oeni,NCBI,RefSeq,GCF_011516825.1,food,NA,Belgium,Portugal,prokaryote,MiFoDB_beta_v3_prok,99.9,0
GCF_011516835.1_ASM1151683v1_genomic,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter musti,NCBI,RefSeq,GCF_011516835.1,Isolated organism,fruit,Belgium,Spain,prokaryote,MiFoDB_beta_v3_prok,99.65,0.5
GCF_011516865.1_ASM1151686v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter ghanensis,NCBI,RefSeq,GCF_011516865.1,food,NA,Belgium,Ghana,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_011516875.1_ASM1151687v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter lovaniensis,NCBI,RefSeq,GCF_011516875.1,sewage,NA,Belgium,Belgium,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_011516885.1_ASM1151688v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter lambici,NCBI,RefSeq,GCF_011516885.1,beer,grains,Belgium,Belgium,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_011516935.1_ASM1151693v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter farinalis,NCBI,RefSeq,GCF_011516935.1,food,NA,Belgium,Thailand,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_011611525.1_ASM1161152v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter rhaeticus,NCBI,RefSeq,GCF_011611525.1,"SCOBY, Kombucha tea",sugar,India,India,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_011617105.1_ASM1161710v1_genomic,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Hafnia,Hafnia alvei,NCBI,RefSeq,GCF_011617105.1,Plant rhizosphere,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,100,0.28
GCF_011617705.1_ASM1161770v1_genomic,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium limosum,NCBI,RefSeq,GCF_011617705.1,sediment,NA,China,China,prokaryote,MiFoDB_beta_v3_prok,99.95,0
GCF_012029655.1_ASM1202965v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella terrigena,NCBI,RefSeq,GCF_012029655.1,lakeshore surface sediment,NA,Germany,Germany,prokaryote,MiFoDB_beta_v3_prok,99.99,0.66
GCF_012396435.1_ASM1239643v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella hellenica,NCBI,RefSeq,GCF_012396435.1,Dry naturally fermented Greek sausage,meat,Greece,Greece,prokaryote,MiFoDB_beta_v3_prok,98.77,0
GCF_012396505.1_ASM1239650v1_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Periweissella,Periweissella fabalis,NCBI,RefSeq,GCF_012396505.1,spontaneous cocoa bean fermentations,seed,Brazil,Brazil,prokaryote,MiFoDB_beta_v3_prok,99.46,0.14
GCF_012927265.1_ASM1292726v1_genomic,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium cheonjiense,NCBI,RefSeq,GCF_012927265.1,soil,NA,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,100,0.49
GCF_013127755.1_ASM1312775v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,NCBI,RefSeq,GCF_013127755.1,Kimchi,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.38,0
GCF_013155425.1_ASM1315542v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,Gluconacetobacter entanii,NCBI,RefSeq,GCF_013155425.1,Apple cider vinegar,fruit,Slovenia,Slovenia,prokaryote,MiFoDB_beta_v3_prok,100,1
GCF_013267435.1_ASM1326743v1_genomic,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Niallia,Niallia circulans,NCBI,RefSeq,GCF_013267435.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,92.78,2.68
GCF_013285305.1_ASM1328530v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas rhodesiae,NCBI,RefSeq,GCF_013285305.1,soil,NA,China,China,prokaryote,MiFoDB_beta_v3_prok,99.93,0.14
GCF_013285525.1_ASM1328552v1_genomic,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium pusense,NCBI,RefSeq,GCF_013285525.1,cucumber rhizosphere hyphae,NA,China,China,prokaryote,MiFoDB_beta_v3_prok,99.62,0.12
